lfdn,code_2320,code_2330
21497,5.0,13.0
21498,2.0,2.0
17511,3.0,4.0
10349,3.0,3.0
1719,3.0,4.0
16260,3.0,14.0
21499,5.0,4.0
21500,3.0,9.0
21501,4.0,7.0
17515,5.0,4.0
16899,2.0,12.0
6482,3.0,8.0
129,3.0,5.0
6913,5.0,10.0
21502,3.0,8.0
21503,4.0,7.0
12558,5.0,10.0
11611,3.0,6.0
14805,3.0,12.0
13888,3.0,3.0
3468,3.0,7.0
9091,5.0,10.0
21504,5.0,10.0
21505,5.0,10.0
21506,2.0,2.0
21507,5.0,4.0
348,3.0,12.0
13945,2.0,14.0
21508,5.0,10.0
21509,2.0,9.0
21510,5.0,13.0
17528,5.0,10.0
3380,3.0,4.0
14448,2.0,1.0
21511,2.0,4.0
21512,3.0,3.0
21513,5.0,8.0
1915,5.0,4.0
4101,2.0,3.0
5076,2.0,12.0
21514,3.0,8.0
21515,5.0,10.0
21516,5.0,10.0
1560,2.0,6.0
16085,2.0,4.0
4096,3.0,4.0
16239,3.0,3.0
8040,3.0,4.0
4339,4.0,9.0
160,3.0,6.0
21517,3.0,4.0
21518,2.0,3.0
21519,5.0,10.0
21520,3.0,3.0
6937,4.0,4.0
16275,4.0,9.0
21521,3.0,4.0
5710,2.0,3.0
17544,9.0,
21522,4.0,9.0
15829,2.0,12.0
5904,2.0,3.0
17547,3.0,4.0
21523,2.0,13.0
21524,3.0,6.0
21525,3.0,8.0
2085,2.0,14.0
1400,2.0,12.0
3793,3.0,6.0
13766,2.0,1.0
21526,2.0,12.0
15262,2.0,6.0
21527,3.0,3.0
21528,3.0,2.0
21529,3.0,12.0
21530,5.0,4.0
10122,5.0,9.0
17867,3.0,8.0
15910,5.0,9.0
6747,5.0,10.0
13753,4.0,4.0
14730,2.0,8.0
21531,2.0,4.0
21532,2.0,6.0
3881,2.0,12.0
21533,3.0,7.0
21534,5.0,6.0
21535,3.0,9.0
21536,4.0,13.0
21537,3.0,6.0
21538,2.0,4.0
3667,4.0,12.0
17561,5.0,10.0
14021,5.0,10.0
9753,4.0,9.0
17564,3.0,6.0
645,2.0,4.0
21539,5.0,10.0
21540,3.0,6.0
21541,3.0,3.0
21542,3.0,3.0
2878,5.0,4.0
21543,5.0,10.0
17567,2.0,6.0
21544,3.0,4.0
21545,3.0,4.0
21546,3.0,3.0
21547,3.0,3.0
21548,4.0,9.0
11243,2.0,14.0
8842,2.0,6.0
17570,2.0,14.0
21549,3.0,7.0
15113,3.0,3.0
1368,3.0,6.0
21550,3.0,6.0
21551,2.0,6.0
13475,5.0,13.0
21552,3.0,4.0
21553,5.0,9.0
21554,3.0,7.0
50,2.0,4.0
11225,5.0,10.0
977,3.0,3.0
115,3.0,4.0
7239,3.0,14.0
17271,4.0,9.0
21555,4.0,9.0
10920,2.0,3.0
11304,2.0,3.0
16622,5.0,4.0
2197,3.0,14.0
3076,3.0,12.0
742,3.0,7.0
21556,3.0,13.0
21557,3.0,4.0
21558,2.0,4.0
21559,5.0,9.0
21560,4.0,3.0
2437,3.0,12.0
415,2.0,3.0
6555,2.0,6.0
21561,3.0,4.0
21562,2.0,4.0
17589,3.0,4.0
1445,5.0,7.0
16568,3.0,6.0
4233,5.0,14.0
17474,3.0,14.0
17324,3.0,4.0
17595,4.0,8.0
21563,2.0,14.0
21564,5.0,6.0
21565,2.0,4.0
21566,5.0,10.0
21567,2.0,13.0
17596,3.0,4.0
16029,5.0,10.0
17414,3.0,6.0
12276,3.0,4.0
16719,5.0,4.0
15790,2.0,2.0
21568,5.0,4.0
21569,3.0,4.0
12537,2.0,3.0
21570,3.0,3.0
21571,4.0,4.0
21572,3.0,6.0
17603,2.0,12.0
21573,5.0,9.0
12346,3.0,3.0
21574,3.0,13.0
21575,5.0,13.0
21576,3.0,13.0
21577,9.0,
21578,2.0,6.0
21579,2.0,4.0
10173,9.0,
8613,3.0,8.0
21580,5.0,10.0
21581,3.0,12.0
21582,5.0,10.0
429,3.0,4.0
9302,3.0,7.0
4098,4.0,9.0
2644,5.0,10.0
21583,3.0,4.0
8806,3.0,14.0
17612,1.0,7.0
6542,3.0,8.0
3344,5.0,10.0
21584,5.0,13.0
21585,2.0,7.0
17615,5.0,9.0
5037,5.0,7.0
2764,5.0,4.0
21586,5.0,14.0
21587,3.0,8.0
7233,2.0,4.0
21588,3.0,6.0
21589,3.0,4.0
17619,3.0,4.0
21590,3.0,6.0
21591,2.0,14.0
21592,3.0,4.0
11794,4.0,9.0
17621,5.0,10.0
6767,2.0,7.0
3058,2.0,14.0
21593,5.0,3.0
21594,5.0,10.0
9060,5.0,12.0
7098,2.0,14.0
16565,2.0,4.0
4972,5.0,10.0
2727,3.0,4.0
3892,5.0,4.0
21595,2.0,2.0
21596,3.0,3.0
21597,2.0,4.0
21598,3.0,4.0
21599,2.0,1.0
21600,3.0,6.0
21601,2.0,12.0
11127,2.0,3.0
11422,2.0,14.0
6681,9.0,
21602,5.0,10.0
12025,2.0,4.0
21603,2.0,14.0
21604,5.0,10.0
8137,4.0,9.0
8144,2.0,4.0
13238,3.0,3.0
21605,2.0,14.0
21606,4.0,9.0
21607,5.0,10.0
10965,3.0,4.0
21608,5.0,13.0
21609,2.0,14.0
21610,2.0,3.0
4508,2.0,4.0
9075,3.0,8.0
9802,3.0,4.0
10617,3.0,3.0
16833,1.0,1.0
12616,5.0,6.0
17644,2.0,8.0
14598,5.0,6.0
21611,3.0,12.0
21612,5.0,14.0
21613,3.0,4.0
7144,3.0,4.0
8738,3.0,4.0
185,3.0,4.0
5302,5.0,10.0
11988,3.0,4.0
3613,3.0,4.0
6976,4.0,9.0
18361,,
8685,3.0,3.0
14704,5.0,9.0
8215,3.0,8.0
9170,3.0,4.0
10330,2.0,14.0
15825,5.0,4.0
6871,5.0,10.0
21614,3.0,3.0
14113,5.0,10.0
13297,5.0,4.0
9355,3.0,4.0
10868,2.0,4.0
3501,5.0,10.0
2479,3.0,9.0
3231,5.0,7.0
2273,3.0,4.0
9599,3.0,4.0
1348,5.0,13.0
4497,5.0,10.0
21615,5.0,10.0
4757,5.0,10.0
18363,,
18062,3.0,4.0
21616,2.0,3.0
1002,5.0,10.0
7631,2.0,14.0
9990,2.0,4.0
14709,4.0,8.0
6858,3.0,6.0
15822,5.0,10.0
13684,5.0,4.0
963,3.0,7.0
18364,3.0,
14203,5.0,10.0
7333,5.0,10.0
7221,5.0,9.0
15045,5.0,4.0
15970,5.0,10.0
5680,3.0,4.0
7652,5.0,10.0
2166,4.0,7.0
9781,5.0,10.0
17924,5.0,10.0
10698,2.0,4.0
2925,5.0,10.0
21617,5.0,9.0
5722,5.0,9.0
17694,4.0,14.0
3494,3.0,4.0
15375,5.0,9.0
4023,3.0,6.0
17698,5.0,13.0
7922,3.0,7.0
5890,5.0,10.0
21618,5.0,10.0
6263,5.0,7.0
18008,2.0,4.0
21619,3.0,6.0
10890,5.0,7.0
9156,3.0,1.0
11517,2.0,3.0
5564,5.0,10.0
18366,3.0,
5648,3.0,12.0
16963,3.0,8.0
17724,3.0,8.0
14922,5.0,4.0
12352,3.0,8.0
10047,4.0,10.0
9244,2.0,4.0
8675,3.0,12.0
6176,4.0,4.0
910,3.0,7.0
21620,3.0,9.0
6489,3.0,8.0
17568,2.0,3.0
10224,5.0,10.0
18367,,
17720,2.0,4.0
2282,5.0,10.0
22531,2.0,
3271,5.0,10.0
12449,4.0,9.0
2959,5.0,9.0
13623,5.0,9.0
8140,4.0,7.0
2788,3.0,6.0
10621,4.0,9.0
3031,4.0,8.0
15571,5.0,10.0
8960,2.0,3.0
17732,4.0,9.0
21621,5.0,10.0
13806,2.0,6.0
17734,3.0,8.0
8778,2.0,3.0
2095,5.0,14.0
1648,5.0,10.0
17533,5.0,9.0
327,5.0,10.0
18368,3.0,
14102,5.0,14.0
1119,5.0,10.0
17362,5.0,9.0
7037,5.0,6.0
17744,4.0,9.0
62,5.0,10.0
6344,3.0,4.0
9094,3.0,8.0
21622,5.0,9.0
18369,3.0,
10119,3.0,4.0
10574,3.0,7.0
4075,4.0,9.0
8718,3.0,1.0
3542,3.0,6.0
10807,3.0,6.0
17634,5.0,10.0
3464,2.0,3.0
6799,3.0,12.0
8684,3.0,7.0
9515,2.0,13.0
14892,1.0,14.0
14737,3.0,4.0
14510,3.0,4.0
3336,5.0,10.0
1825,5.0,10.0
18042,5.0,4.0
2297,5.0,10.0
16964,3.0,4.0
1416,2.0,4.0
11200,4.0,10.0
8045,5.0,8.0
21623,3.0,4.0
12143,5.0,10.0
4254,3.0,3.0
9517,3.0,4.0
21624,5.0,10.0
2960,5.0,10.0
6883,3.0,3.0
17292,3.0,4.0
12469,3.0,7.0
767,3.0,4.0
6248,3.0,3.0
5309,3.0,7.0
3834,3.0,4.0
15201,5.0,4.0
1665,5.0,9.0
10867,2.0,12.0
17784,3.0,4.0
12258,2.0,4.0
17475,3.0,6.0
21625,5.0,10.0
12852,5.0,10.0
8981,3.0,4.0
21626,2.0,1.0
12088,2.0,3.0
11793,3.0,3.0
88,3.0,9.0
21627,4.0,4.0
7734,3.0,4.0
6081,3.0,4.0
17794,3.0,3.0
8896,4.0,9.0
7394,4.0,9.0
17797,5.0,10.0
3611,3.0,4.0
21628,5.0,10.0
293,3.0,6.0
6298,2.0,4.0
4682,4.0,4.0
4381,2.0,3.0
9208,3.0,4.0
6069,5.0,10.0
18371,,
2352,2.0,4.0
8012,2.0,4.0
6507,5.0,10.0
7772,3.0,4.0
8037,3.0,4.0
18095,4.0,
11576,5.0,10.0
18372,3.0,
7567,5.0,10.0
2153,3.0,7.0
17814,5.0,10.0
3731,3.0,8.0
883,3.0,4.0
6744,3.0,4.0
17818,3.0,8.0
8097,3.0,8.0
3331,5.0,14.0
1431,2.0,4.0
15224,3.0,3.0
2279,3.0,4.0
16058,2.0,12.0
10420,3.0,6.0
18532,5.0,
17075,4.0,3.0
21629,2.0,12.0
6318,5.0,4.0
10980,5.0,7.0
7469,3.0,4.0
10650,3.0,6.0
9398,3.0,6.0
639,5.0,4.0
17833,3.0,3.0
21630,3.0,7.0
3867,3.0,9.0
1478,4.0,6.0
7489,2.0,12.0
8598,3.0,4.0
7368,2.0,12.0
406,3.0,4.0
11575,5.0,9.0
12588,2.0,14.0
9730,3.0,4.0
2834,5.0,10.0
13358,3.0,4.0
3934,4.0,9.0
17846,3.0,4.0
21631,3.0,4.0
17847,2.0,8.0
15907,4.0,9.0
21632,2.0,4.0
10236,2.0,8.0
4904,3.0,3.0
21633,5.0,10.0
369,2.0,4.0
556,4.0,7.0
17853,5.0,4.0
21634,5.0,9.0
16461,2.0,3.0
12049,4.0,9.0
21635,4.0,9.0
17856,3.0,6.0
8260,3.0,4.0
13636,2.0,4.0
17999,1.0,9.0
17860,5.0,9.0
18039,3.0,4.0
8781,4.0,9.0
10463,5.0,10.0
4961,5.0,10.0
7908,2.0,3.0
10093,3.0,4.0
15281,4.0,9.0
1120,3.0,4.0
8702,3.0,6.0
15316,3.0,12.0
17871,2.0,3.0
12437,2.0,12.0
4941,3.0,6.0
112,5.0,13.0
17183,3.0,6.0
17746,2.0,4.0
21636,5.0,9.0
21637,5.0,10.0
10712,2.0,3.0
17878,5.0,10.0
21638,2.0,2.0
17879,3.0,3.0
13995,5.0,10.0
93,2.0,4.0
6591,2.0,4.0
21639,5.0,7.0
5618,3.0,8.0
16335,5.0,12.0
1056,5.0,9.0
18373,,
6164,4.0,4.0
17145,3.0,3.0
21640,5.0,4.0
18018,5.0,10.0
13705,5.0,9.0
6561,5.0,9.0
17891,5.0,9.0
6474,2.0,4.0
12702,2.0,6.0
14982,5.0,10.0
6185,3.0,4.0
6072,3.0,8.0
9444,5.0,10.0
10613,2.0,12.0
15650,3.0,8.0
7281,2.0,4.0
7211,3.0,7.0
21641,4.0,6.0
11564,4.0,7.0
8574,5.0,10.0
13265,3.0,4.0
17905,2.0,4.0
21642,4.0,9.0
21643,5.0,9.0
18374,2.0,
21644,5.0,10.0
14806,3.0,4.0
10603,2.0,3.0
16342,3.0,6.0
18029,3.0,4.0
18375,,
753,3.0,8.0
5069,2.0,3.0
6575,3.0,4.0
14774,4.0,8.0
3448,2.0,4.0
18376,3.0,
12061,2.0,2.0
2001,2.0,1.0
17435,2.0,3.0
14728,5.0,10.0
4068,5.0,10.0
11195,5.0,10.0
13949,4.0,8.0
10489,2.0,4.0
12806,5.0,10.0
12963,2.0,4.0
1732,2.0,14.0
12375,2.0,3.0
1328,2.0,3.0
5969,3.0,7.0
8455,3.0,4.0
2137,2.0,4.0
17931,3.0,4.0
17987,2.0,4.0
12306,4.0,9.0
21645,5.0,10.0
9869,3.0,4.0
12928,3.0,4.0
12124,3.0,4.0
5458,2.0,14.0
18494,,
16579,3.0,3.0
18495,5.0,
17939,3.0,3.0
8304,4.0,8.0
18377,5.0,
724,3.0,8.0
11208,5.0,1.0
1963,4.0,9.0
3225,2.0,4.0
4257,5.0,10.0
14494,3.0,7.0
6609,5.0,10.0
5217,3.0,7.0
13604,5.0,10.0
2726,3.0,3.0
3117,4.0,9.0
7519,5.0,9.0
5196,5.0,10.0
3079,3.0,7.0
21646,3.0,4.0
21647,3.0,6.0
5568,5.0,10.0
5516,4.0,9.0
12625,3.0,2.0
17958,3.0,3.0
6967,4.0,4.0
8007,2.0,4.0
14942,2.0,4.0
1225,3.0,8.0
17000,5.0,10.0
5989,2.0,4.0
17965,3.0,3.0
10174,3.0,6.0
8310,3.0,4.0
3621,2.0,3.0
17969,3.0,6.0
2267,5.0,10.0
7685,3.0,7.0
13919,3.0,3.0
1487,5.0,13.0
17974,5.0,7.0
21648,4.0,4.0
16854,2.0,3.0
459,4.0,7.0
17977,4.0,4.0
9759,4.0,9.0
17979,5.0,10.0
17980,3.0,6.0
16609,5.0,4.0
10529,5.0,12.0
12792,3.0,4.0
4121,2.0,3.0
10555,5.0,10.0
1544,3.0,6.0
12479,5.0,4.0
15635,3.0,4.0
8018,4.0,7.0
506,5.0,10.0
2665,5.0,10.0
1945,2.0,3.0
8825,5.0,4.0
12682,3.0,6.0
17995,2.0,3.0
17996,4.0,9.0
11330,5.0,10.0
4199,3.0,14.0
18378,,
17140,4.0,8.0
9524,5.0,10.0
21649,5.0,10.0
10341,3.0,3.0
14998,3.0,4.0
18003,2.0,3.0
7085,4.0,8.0
12309,3.0,4.0
6972,5.0,4.0
8631,5.0,4.0
10201,5.0,10.0
14398,4.0,9.0
10766,5.0,10.0
21650,3.0,6.0
21651,2.0,3.0
10687,3.0,12.0
6885,3.0,9.0
17389,4.0,7.0
17074,5.0,10.0
18015,5.0,7.0
18016,5.0,3.0
18496,,
14034,3.0,3.0
17066,5.0,4.0
18019,4.0,6.0
16687,3.0,4.0
10449,3.0,7.0
1645,3.0,7.0
3360,5.0,10.0
7603,5.0,10.0
304,3.0,12.0
3573,5.0,10.0
18379,5.0,
14670,5.0,4.0
10596,3.0,4.0
17909,3.0,4.0
10186,5.0,4.0
15097,5.0,14.0
1896,5.0,10.0
13703,3.0,4.0
18118,5.0,
11040,3.0,3.0
16487,4.0,9.0
14979,3.0,4.0
18038,4.0,9.0
8495,5.0,8.0
14610,5.0,10.0
3398,3.0,12.0
14832,5.0,9.0
973,5.0,
4991,5.0,10.0
10734,2.0,6.0
9275,3.0,14.0
6179,3.0,6.0
15270,3.0,4.0
17333,3.0,8.0
2641,2.0,3.0
7232,3.0,4.0
1121,2.0,12.0
21652,5.0,7.0
17526,3.0,4.0
9815,3.0,7.0
14905,5.0,10.0
18056,5.0,9.0
17618,3.0,14.0
6417,3.0,8.0
14076,3.0,12.0
7032,3.0,4.0
16312,4.0,7.0
17672,4.0,9.0
1210,5.0,10.0
21653,3.0,4.0
21654,3.0,4.0
14669,5.0,13.0
48,2.0,4.0
15108,4.0,9.0
9437,3.0,13.0
3307,5.0,9.0
3027,5.0,10.0
21655,4.0,5.0
18070,4.0,3.0
12760,3.0,7.0
18072,3.0,6.0
17660,5.0,10.0
2410,2.0,3.0
15412,4.0,4.0
21656,2.0,3.0
12499,3.0,4.0
18077,5.0,5.0
14233,2.0,3.0
9462,3.0,6.0
13655,5.0,10.0
6242,3.0,9.0
335,5.0,4.0
18497,3.0,
21657,5.0,13.0
14097,5.0,10.0
11699,3.0,8.0
5860,4.0,4.0
9291,4.0,9.0
13648,2.0,3.0
13647,3.0,6.0
13646,3.0,4.0
13645,5.0,10.0
1332,2.0,3.0
8420,3.0,4.0
21658,3.0,7.0
4277,3.0,13.0
21659,5.0,10.0
13641,5.0,6.0
14028,5.0,9.0
18498,,
22549,3.0,
936,3.0,4.0
17556,5.0,10.0
17911,2.0,3.0
13463,2.0,3.0
13635,3.0,4.0
244,4.0,7.0
13633,2.0,1.0
16270,5.0,9.0
6102,3.0,4.0
21660,2.0,4.0
4846,3.0,12.0
11547,3.0,6.0
9593,2.0,3.0
11279,3.0,4.0
15990,5.0,10.0
13625,3.0,4.0
3196,3.0,6.0
13379,2.0,14.0
16320,2.0,14.0
12020,3.0,3.0
2044,5.0,7.0
14858,5.0,9.0
17267,2.0,14.0
7326,2.0,14.0
13616,2.0,14.0
11380,2.0,4.0
10652,2.0,12.0
9129,2.0,6.0
9381,2.0,4.0
17745,2.0,14.0
21661,3.0,4.0
14808,2.0,4.0
14573,3.0,4.0
15581,5.0,10.0
16816,5.0,10.0
16259,2.0,4.0
13605,2.0,7.0
17961,2.0,4.0
13603,2.0,14.0
2237,2.0,3.0
7366,2.0,14.0
6910,2.0,4.0
15694,2.0,7.0
10619,2.0,14.0
2829,4.0,3.0
13596,5.0,8.0
21662,3.0,3.0
10488,3.0,4.0
12691,5.0,4.0
2870,3.0,4.0
8419,2.0,4.0
15142,2.0,3.0
14613,4.0,8.0
4338,1.0,4.0
1918,2.0,4.0
6866,2.0,12.0
9126,2.0,7.0
18380,,
21663,2.0,4.0
13585,5.0,9.0
14396,5.0,6.0
6759,2.0,3.0
8948,5.0,10.0
14417,2.0,13.0
6522,5.0,10.0
11142,4.0,6.0
13578,3.0,7.0
21664,5.0,10.0
14404,2.0,14.0
13943,5.0,7.0
199,3.0,3.0
14637,2.0,4.0
12341,3.0,4.0
12376,3.0,3.0
1233,2.0,12.0
13441,3.0,8.0
2909,2.0,3.0
5615,2.0,6.0
4210,2.0,4.0
102,3.0,7.0
251,5.0,13.0
13564,2.0,3.0
11751,2.0,14.0
9776,1.0,14.0
5624,5.0,10.0
7619,3.0,4.0
5488,5.0,10.0
3732,5.0,10.0
5434,2.0,4.0
13556,4.0,9.0
10022,5.0,10.0
13554,5.0,10.0
11713,5.0,10.0
11322,3.0,3.0
21665,2.0,4.0
15747,4.0,9.0
13550,3.0,8.0
16872,2.0,3.0
7646,2.0,3.0
13547,3.0,6.0
19,3.0,3.0
13545,3.0,14.0
9803,2.0,4.0
10646,3.0,12.0
17168,3.0,14.0
18381,3.0,
13541,5.0,10.0
1910,5.0,4.0
15497,4.0,4.0
8385,3.0,6.0
15410,5.0,10.0
21666,3.0,7.0
13093,3.0,10.0
11454,2.0,3.0
21667,5.0,3.0
2213,3.0,6.0
646,3.0,3.0
21668,2.0,14.0
13532,5.0,7.0
7461,5.0,8.0
2151,5.0,10.0
8734,3.0,3.0
324,5.0,14.0
3104,3.0,4.0
13526,5.0,10.0
13525,2.0,12.0
12687,2.0,3.0
3105,3.0,4.0
14059,3.0,3.0
9046,3.0,6.0
13520,3.0,4.0
17659,3.0,6.0
2709,2.0,12.0
10027,2.0,6.0
13916,3.0,6.0
12023,3.0,4.0
7189,3.0,6.0
13513,4.0,8.0
21669,5.0,13.0
15069,3.0,7.0
9297,5.0,10.0
5646,5.0,10.0
6551,3.0,3.0
14647,1.0,4.0
4905,2.0,4.0
15368,2.0,6.0
7540,9.0,
3083,3.0,9.0
10069,5.0,10.0
7524,5.0,10.0
2807,5.0,10.0
11558,5.0,9.0
7247,2.0,12.0
14697,2.0,4.0
9556,5.0,12.0
3540,5.0,9.0
14410,3.0,4.0
13020,5.0,4.0
370,3.0,4.0
4832,5.0,4.0
13491,4.0,9.0
9608,3.0,3.0
16551,2.0,4.0
16792,3.0,6.0
15388,4.0,9.0
17301,5.0,6.0
16159,2.0,8.0
5513,3.0,13.0
1094,3.0,13.0
4432,5.0,10.0
7569,2.0,4.0
12577,5.0,6.0
7430,2.0,3.0
13478,3.0,14.0
12980,5.0,9.0
14299,3.0,3.0
15055,3.0,6.0
16191,3.0,4.0
21670,5.0,5.0
1618,3.0,4.0
13102,3.0,3.0
18382,,
6942,3.0,6.0
21671,5.0,9.0
2050,3.0,14.0
8358,2.0,14.0
12287,2.0,4.0
13467,3.0,12.0
940,5.0,10.0
5496,5.0,13.0
4405,2.0,6.0
14158,5.0,10.0
9490,3.0,4.0
21672,3.0,4.0
3675,5.0,10.0
15421,3.0,3.0
21673,4.0,4.0
13145,5.0,9.0
11929,2.0,6.0
2999,2.0,14.0
17027,2.0,14.0
11846,4.0,4.0
13454,3.0,14.0
17022,3.0,6.0
16467,3.0,4.0
13451,3.0,4.0
18383,4.0,
18128,3.0,
9866,3.0,3.0
18384,2.0,
2481,3.0,6.0
13448,3.0,6.0
10453,3.0,3.0
12926,5.0,10.0
13445,3.0,3.0
15306,2.0,8.0
15407,5.0,10.0
11661,2.0,12.0
14127,2.0,14.0
14890,2.0,8.0
2102,2.0,6.0
16547,5.0,9.0
7353,5.0,10.0
12371,3.0,4.0
13435,5.0,10.0
15256,3.0,7.0
13433,5.0,10.0
18385,2.0,
10771,5.0,10.0
16089,5.0,10.0
13430,3.0,7.0
16269,5.0,12.0
21674,5.0,10.0
560,3.0,6.0
13427,2.0,3.0
7629,5.0,4.0
5546,5.0,12.0
13424,3.0,7.0
10683,2.0,3.0
720,2.0,4.0
13421,2.0,13.0
3202,2.0,2.0
14354,2.0,3.0
17251,5.0,14.0
11213,3.0,6.0
811,3.0,4.0
21675,5.0,7.0
11561,2.0,4.0
15223,3.0,4.0
11401,3.0,4.0
3772,4.0,12.0
13411,3.0,3.0
13410,5.0,13.0
17371,3.0,4.0
13406,3.0,4.0
17921,3.0,6.0
8435,3.0,4.0
7370,3.0,7.0
17955,2.0,13.0
6539,3.0,3.0
3862,3.0,12.0
15661,3.0,4.0
14128,9.0,
17490,3.0,3.0
16962,5.0,4.0
12374,2.0,10.0
1745,2.0,2.0
5873,2.0,7.0
4686,4.0,9.0
6066,3.0,14.0
13392,3.0,12.0
16436,3.0,3.0
14055,5.0,1.0
7667,5.0,9.0
21676,5.0,8.0
8535,5.0,4.0
6688,3.0,14.0
8332,2.0,3.0
15026,3.0,3.0
14192,3.0,4.0
13383,3.0,4.0
13838,2.0,13.0
12672,2.0,12.0
17274,2.0,6.0
13205,2.0,14.0
10042,5.0,14.0
4713,2.0,4.0
9531,4.0,6.0
14043,3.0,4.0
21677,4.0,14.0
15676,3.0,6.0
13340,5.0,9.0
4660,2.0,4.0
18386,,
14230,3.0,12.0
15301,2.0,4.0
16178,4.0,6.0
44,5.0,10.0
13816,2.0,14.0
13139,5.0,10.0
6838,5.0,13.0
9961,5.0,6.0
9999,3.0,4.0
2317,4.0,4.0
17845,2.0,1.0
13360,4.0,9.0
18387,5.0,
15376,3.0,12.0
5544,5.0,10.0
16667,3.0,6.0
17159,2.0,13.0
21678,3.0,1.0
16798,4.0,4.0
4377,5.0,10.0
13353,5.0,10.0
4043,2.0,3.0
21679,2.0,4.0
16101,2.0,4.0
11672,5.0,10.0
13626,5.0,9.0
22550,3.0,
15070,2.0,6.0
12156,2.0,3.0
13330,2.0,7.0
4437,2.0,3.0
15047,2.0,6.0
10792,2.0,6.0
267,2.0,6.0
14037,5.0,10.0
6652,2.0,12.0
9323,2.0,12.0
13338,4.0,4.0
1962,5.0,10.0
186,5.0,10.0
11728,3.0,4.0
13334,3.0,4.0
3146,4.0,9.0
13332,9.0,
18499,5.0,
13331,4.0,7.0
18388,,
13346,2.0,4.0
1112,5.0,4.0
13799,3.0,8.0
21680,3.0,3.0
1604,4.0,9.0
9035,5.0,4.0
21681,3.0,7.0
3828,5.0,10.0
12385,3.0,7.0
17710,3.0,4.0
18389,,
9836,5.0,10.0
22513,,
13321,3.0,4.0
301,5.0,10.0
13319,2.0,6.0
3327,2.0,4.0
6527,2.0,14.0
12347,3.0,12.0
3426,3.0,4.0
21682,3.0,6.0
571,3.0,4.0
17169,3.0,4.0
13312,2.0,3.0
3273,4.0,4.0
21683,2.0,4.0
13310,4.0,8.0
18390,,
13309,2.0,4.0
2926,4.0,9.0
383,3.0,8.0
6339,4.0,12.0
16281,2.0,14.0
10075,2.0,14.0
13303,2.0,1.0
16230,3.0,12.0
13301,5.0,9.0
14642,2.0,12.0
5138,2.0,13.0
13298,2.0,12.0
18391,3.0,
15568,3.0,4.0
7548,5.0,10.0
11600,3.0,12.0
10147,4.0,9.0
5623,3.0,12.0
8770,3.0,3.0
11358,5.0,4.0
12444,2.0,7.0
11442,2.0,14.0
13288,2.0,2.0
13930,2.0,3.0
17156,2.0,3.0
731,2.0,3.0
14643,2.0,14.0
1812,2.0,3.0
3442,3.0,4.0
17115,4.0,6.0
12628,2.0,3.0
8826,5.0,10.0
15903,5.0,10.0
13277,4.0,9.0
2061,5.0,10.0
17138,5.0,4.0
7497,5.0,10.0
8949,5.0,6.0
18097,5.0,
11542,2.0,4.0
7336,2.0,6.0
7112,3.0,3.0
5726,3.0,12.0
3583,3.0,3.0
21684,3.0,4.0
4693,5.0,8.0
15717,3.0,6.0
1845,3.0,6.0
2173,3.0,6.0
17355,3.0,14.0
9862,5.0,10.0
2345,5.0,9.0
14630,2.0,14.0
2941,3.0,4.0
1851,2.0,8.0
10820,3.0,3.0
14674,3.0,12.0
13254,3.0,4.0
12787,4.0,9.0
8279,5.0,1.0
21685,3.0,4.0
9394,5.0,4.0
9497,3.0,8.0
14711,3.0,10.0
16807,3.0,13.0
3319,2.0,14.0
1966,5.0,10.0
15680,2.0,12.0
13664,5.0,8.0
21686,2.0,3.0
8600,2.0,4.0
4634,4.0,6.0
8146,3.0,4.0
11262,5.0,10.0
9229,5.0,13.0
2017,2.0,4.0
2587,2.0,14.0
16698,2.0,4.0
12115,3.0,7.0
17975,4.0,9.0
7409,5.0,10.0
2314,3.0,12.0
13568,3.0,4.0
8343,5.0,10.0
21687,3.0,3.0
10097,3.0,8.0
21688,5.0,8.0
3352,4.0,9.0
21689,5.0,10.0
21690,5.0,13.0
21691,5.0,9.0
9372,4.0,6.0
4328,5.0,10.0
8678,2.0,14.0
13224,2.0,7.0
15584,3.0,6.0
10255,3.0,4.0
7851,2.0,12.0
13220,5.0,10.0
2284,1.0,14.0
11234,4.0,6.0
13217,5.0,10.0
13216,3.0,9.0
5058,9.0,
13460,2.0,14.0
1135,5.0,13.0
6275,5.0,3.0
12530,5.0,3.0
21692,3.0,1.0
4515,3.0,4.0
21693,5.0,6.0
9849,2.0,10.0
11652,9.0,
17901,3.0,6.0
10550,3.0,4.0
6839,3.0,12.0
16913,5.0,10.0
5055,2.0,4.0
8537,3.0,12.0
2122,9.0,
15534,4.0,4.0
2461,3.0,12.0
21694,2.0,3.0
2755,5.0,6.0
4539,5.0,9.0
10198,3.0,4.0
7960,3.0,4.0
17565,2.0,14.0
4308,5.0,13.0
18,9.0,
2154,3.0,4.0
14171,3.0,4.0
7976,3.0,8.0
17843,3.0,4.0
6096,2.0,14.0
4548,3.0,8.0
3368,5.0,13.0
13184,2.0,6.0
6414,2.0,4.0
21695,5.0,13.0
21696,3.0,4.0
13182,3.0,4.0
15129,3.0,4.0
4934,2.0,12.0
6529,3.0,3.0
8378,5.0,13.0
18034,2.0,7.0
108,3.0,6.0
13175,2.0,4.0
1026,3.0,8.0
14552,3.0,6.0
8041,3.0,12.0
12872,2.0,13.0
16593,5.0,12.0
12498,3.0,12.0
