lfdn,code_2320,code_2330
2895,5.0,5.0
13634,5.0,10.0
10486,5.0,9.0
1834,9.0,
15854,1.0,10.0
2787,2.0,3.0
2542,2.0,12.0
6067,2.0,4.0
11135,5.0,10.0
1684,5.0,14.0
4471,2.0,3.0
4470,3.0,6.0
19698,5.0,10.0
9357,3.0,12.0
7159,3.0,6.0
3250,3.0,10.0
17962,3.0,12.0
7074,3.0,14.0
12565,3.0,4.0
13508,5.0,10.0
10582,3.0,4.0
7892,3.0,13.0
3605,3.0,6.0
13539,3.0,10.0
15456,2.0,4.0
8889,2.0,3.0
18221,,
4456,2.0,3.0
10216,5.0,6.0
9116,2.0,14.0
4453,2.0,1.0
13085,4.0,10.0
8484,2.0,3.0
19699,3.0,12.0
3755,5.0,7.0
18222,5.0,
9724,3.0,14.0
10497,3.0,6.0
11694,3.0,4.0
1953,2.0,6.0
4445,5.0,9.0
4444,9.0,
22541,3.0,
980,2.0,3.0
12507,5.0,7.0
17206,5.0,14.0
1565,2.0,14.0
1797,2.0,12.0
628,5.0,9.0
13345,2.0,4.0
22505,2.0,
7856,3.0,4.0
10386,5.0,9.0
17682,5.0,10.0
4433,3.0,4.0
2204,2.0,4.0
3194,4.0,7.0
18224,4.0,
7319,3.0,4.0
18101,3.0,
7369,5.0,6.0
14295,2.0,1.0
2483,4.0,9.0
8517,5.0,9.0
9750,3.0,10.0
16650,2.0,4.0
4422,3.0,3.0
19700,5.0,13.0
4421,2.0,3.0
11325,2.0,14.0
3103,2.0,3.0
16930,2.0,12.0
17364,2.0,6.0
4416,5.0,8.0
10729,3.0,4.0
5912,2.0,14.0
6702,3.0,12.0
8046,2.0,3.0
17665,3.0,3.0
5578,3.0,4.0
18225,4.0,
19701,5.0,10.0
11196,3.0,4.0
5876,5.0,12.0
14071,3.0,12.0
14845,2.0,14.0
6293,3.0,4.0
4404,3.0,6.0
47,3.0,13.0
12244,3.0,13.0
15079,3.0,1.0
5522,2.0,4.0
7258,5.0,6.0
5869,3.0,12.0
4397,4.0,10.0
2888,5.0,4.0
11871,3.0,4.0
19702,3.0,12.0
19703,3.0,3.0
4330,5.0,10.0
4185,2.0,3.0
6691,5.0,10.0
7117,5.0,4.0
17084,3.0,3.0
2377,2.0,12.0
3966,2.0,4.0
1848,5.0,9.0
18226,5.0,
7280,2.0,4.0
4385,3.0,4.0
13804,5.0,10.0
10415,5.0,10.0
6395,4.0,10.0
6295,3.0,4.0
4380,2.0,3.0
16516,2.0,14.0
2277,5.0,6.0
14664,3.0,3.0
196,3.0,12.0
13840,5.0,10.0
4361,4.0,9.0
18227,,
994,4.0,9.0
9571,5.0,10.0
11335,3.0,4.0
4370,3.0,4.0
4369,5.0,10.0
15888,3.0,4.0
5260,1.0,14.0
11785,5.0,9.0
13172,3.0,7.0
9746,3.0,4.0
824,2.0,14.0
4362,1.0,13.0
4374,2.0,7.0
1246,2.0,13.0
12939,2.0,8.0
2660,2.0,6.0
1789,2.0,14.0
4356,3.0,4.0
19704,5.0,4.0
4355,3.0,8.0
4354,3.0,10.0
15967,4.0,9.0
7719,3.0,6.0
14207,3.0,3.0
2785,3.0,5.0
18472,,
19705,3.0,4.0
17266,5.0,4.0
11503,3.0,6.0
11759,5.0,10.0
13253,2.0,4.0
19706,5.0,10.0
16438,5.0,10.0
7773,3.0,9.0
12713,5.0,10.0
18228,,
17050,3.0,4.0
10850,3.0,4.0
4340,3.0,6.0
18071,5.0,9.0
14358,2.0,12.0
11828,2.0,4.0
8768,2.0,1.0
4815,2.0,12.0
12325,2.0,4.0
1572,2.0,12.0
13043,3.0,4.0
4331,2.0,4.0
10223,3.0,4.0
7493,3.0,12.0
9555,4.0,9.0
22506,5.0,
19707,4.0,6.0
11543,5.0,9.0
19708,5.0,13.0
8775,5.0,8.0
10048,3.0,4.0
4324,3.0,3.0
18521,,
4752,2.0,3.0
4322,2.0,4.0
4321,2.0,6.0
4320,2.0,14.0
6003,3.0,3.0
13471,5.0,10.0
5122,3.0,13.0
4110,3.0,4.0
4315,3.0,12.0
15470,5.0,10.0
17991,3.0,4.0
19709,3.0,6.0
10320,2.0,3.0
4395,3.0,3.0
11792,3.0,4.0
5906,3.0,4.0
8068,5.0,9.0
11693,3.0,6.0
5728,3.0,4.0
11703,2.0,4.0
5465,5.0,9.0
5469,9.0,
4302,2.0,3.0
6229,2.0,12.0
6684,3.0,4.0
10277,5.0,10.0
19710,2.0,4.0
17680,5.0,10.0
7933,3.0,4.0
1448,3.0,12.0
4051,3.0,4.0
9318,3.0,3.0
6282,5.0,10.0
9443,2.0,8.0
8339,2.0,14.0
8426,3.0,6.0
4289,3.0,8.0
17297,5.0,10.0
12234,5.0,1.0
6297,5.0,6.0
5303,3.0,1.0
7878,3.0,3.0
19711,3.0,7.0
11638,4.0,7.0
4282,2.0,1.0
1388,3.0,3.0
17065,5.0,10.0
16537,5.0,9.0
15130,9.0,
17282,3.0,3.0
8036,4.0,9.0
14350,3.0,3.0
8092,5.0,10.0
4273,2.0,3.0
17543,9.0,
5374,3.0,8.0
12128,5.0,12.0
4269,4.0,13.0
8268,5.0,10.0
13447,3.0,6.0
17308,3.0,3.0
4265,2.0,4.0
17259,5.0,4.0
19712,2.0,3.0
1911,5.0,10.0
3562,4.0,9.0
16280,4.0,9.0
8057,4.0,7.0
13842,3.0,4.0
6223,3.0,12.0
8287,3.0,4.0
19713,5.0,10.0
8154,2.0,14.0
4255,9.0,
7087,5.0,10.0
9467,5.0,9.0
6745,4.0,7.0
4251,2.0,4.0
19714,4.0,4.0
4591,2.0,4.0
12710,3.0,13.0
9979,5.0,6.0
14910,3.0,7.0
19715,5.0,4.0
13928,3.0,7.0
15936,2.0,6.0
10472,3.0,3.0
11993,5.0,10.0
3228,3.0,6.0
6978,3.0,3.0
10661,5.0,4.0
19716,3.0,3.0
15941,5.0,10.0
9603,5.0,12.0
1749,2.0,12.0
4694,5.0,10.0
11975,5.0,10.0
4234,3.0,6.0
15063,3.0,6.0
15400,3.0,4.0
6857,3.0,4.0
536,5.0,13.0
14427,3.0,12.0
10239,3.0,12.0
1793,5.0,10.0
19717,3.0,8.0
475,3.0,4.0
9248,3.0,3.0
16517,3.0,6.0
4512,5.0,10.0
12209,3.0,3.0
4221,2.0,4.0
10213,3.0,7.0
16080,3.0,4.0
13552,2.0,3.0
1700,2.0,6.0
6768,5.0,10.0
8235,4.0,6.0
1871,5.0,4.0
14314,5.0,7.0
9189,2.0,4.0
4211,2.0,12.0
10795,3.0,1.0
7264,4.0,9.0
2460,3.0,4.0
6751,2.0,3.0
19718,3.0,4.0
4206,5.0,7.0
10615,2.0,12.0
13101,2.0,7.0
4203,5.0,10.0
11463,5.0,4.0
4201,5.0,10.0
5675,5.0,13.0
13202,5.0,10.0
12903,3.0,4.0
15125,2.0,1.0
11439,3.0,5.0
10285,3.0,4.0
16786,3.0,4.0
4193,3.0,4.0
12130,3.0,4.0
16071,5.0,7.0
7484,5.0,10.0
1669,5.0,13.0
10764,3.0,3.0
7093,2.0,4.0
9507,2.0,3.0
9237,2.0,6.0
10107,5.0,10.0
4183,2.0,14.0
2120,3.0,4.0
8027,5.0,9.0
16437,2.0,4.0
17593,5.0,4.0
3713,5.0,4.0
3304,2.0,4.0
19719,2.0,3.0
4706,9.0,
14827,2.0,3.0
11626,5.0,10.0
4173,3.0,7.0
4172,5.0,9.0
5256,5.0,8.0
10557,3.0,12.0
19720,3.0,4.0
8657,3.0,12.0
4168,5.0,3.0
9486,2.0,12.0
9650,5.0,12.0
7595,3.0,4.0
9423,5.0,10.0
619,2.0,12.0
19721,3.0,4.0
7744,3.0,8.0
7515,2.0,4.0
2049,3.0,8.0
9663,3.0,3.0
9451,3.0,4.0
11739,2.0,4.0
7638,5.0,9.0
17650,3.0,8.0
9059,3.0,3.0
11082,5.0,10.0
4152,3.0,7.0
19722,3.0,6.0
13169,4.0,3.0
16985,2.0,3.0
4149,3.0,4.0
13969,5.0,6.0
9935,2.0,14.0
19723,2.0,14.0
10947,2.0,3.0
2584,2.0,4.0
7447,2.0,14.0
13008,5.0,10.0
15302,3.0,3.0
2773,5.0,10.0
11101,1.0,14.0
14185,1.0,12.0
11460,5.0,13.0
19724,3.0,4.0
3025,5.0,13.0
5580,3.0,6.0
4135,5.0,4.0
4134,3.0,4.0
15589,3.0,4.0
10133,2.0,4.0
19725,2.0,3.0
13724,4.0,13.0
17716,2.0,6.0
16733,3.0,6.0
4900,3.0,4.0
14215,3.0,14.0
13702,2.0,4.0
4125,2.0,4.0
12045,2.0,4.0
444,5.0,10.0
19726,3.0,12.0
17170,4.0,7.0
19727,5.0,13.0
19728,5.0,10.0
10206,4.0,12.0
19729,5.0,13.0
1835,5.0,13.0
14821,2.0,12.0
6281,3.0,6.0
19730,3.0,4.0
161,5.0,10.0
14399,3.0,6.0
4115,3.0,4.0
12677,3.0,7.0
1694,5.0,7.0
16679,5.0,9.0
4888,3.0,12.0
3297,2.0,12.0
9970,3.0,4.0
10000,9.0,
10570,5.0,4.0
8723,9.0,
8485,3.0,6.0
13808,2.0,4.0
7794,2.0,4.0
6394,5.0,10.0
17532,5.0,10.0
7163,3.0,14.0
12484,5.0,4.0
14665,3.0,12.0
12720,2.0,12.0
1300,5.0,10.0
14194,3.0,4.0
3996,5.0,13.0
17002,3.0,13.0
16926,1.0,4.0
14719,4.0,7.0
4090,2.0,6.0
19731,3.0,4.0
7417,3.0,4.0
19732,5.0,10.0
11978,3.0,6.0
5943,2.0,1.0
13767,2.0,3.0
19733,5.0,10.0
9634,5.0,13.0
14866,5.0,10.0
4083,2.0,3.0
4082,5.0,4.0
9944,5.0,9.0
8545,3.0,4.0
8942,2.0,6.0
8155,3.0,12.0
15811,5.0,13.0
15919,5.0,4.0
3299,2.0,4.0
4074,5.0,9.0
19734,5.0,6.0
7799,3.0,6.0
2742,2.0,3.0
4071,5.0,10.0
12956,5.0,13.0
15451,2.0,1.0
17558,3.0,3.0
8863,2.0,4.0
6012,5.0,10.0
14799,3.0,7.0
17622,5.0,7.0
19735,5.0,9.0
5655,4.0,9.0
7898,3.0,4.0
19736,3.0,3.0
220,3.0,4.0
11964,5.0,4.0
11594,2.0,12.0
1955,3.0,4.0
4057,3.0,8.0
14997,5.0,10.0
16086,2.0,3.0
7839,4.0,9.0
8486,2.0,1.0
5951,5.0,10.0
19737,3.0,7.0
4768,2.0,12.0
96,3.0,12.0
14184,4.0,9.0
9972,2.0,4.0
1821,2.0,3.0
19738,3.0,4.0
12414,2.0,4.0
15405,3.0,4.0
19739,2.0,3.0
2086,5.0,10.0
12931,9.0,
3992,2.0,13.0
19740,3.0,6.0
13179,3.0,4.0
1689,5.0,12.0
12725,3.0,6.0
4038,5.0,10.0
4037,5.0,10.0
19741,5.0,14.0
9691,3.0,13.0
19742,5.0,10.0
3941,5.0,10.0
7455,2.0,4.0
10059,5.0,10.0
15912,2.0,6.0
5882,4.0,9.0
1000,3.0,8.0
11044,2.0,6.0
1613,2.0,14.0
4027,5.0,4.0
4026,5.0,9.0
15597,5.0,9.0
1304,3.0,4.0
6685,3.0,4.0
11511,5.0,10.0
9440,3.0,8.0
17130,5.0,4.0
12366,4.0,6.0
13498,3.0,12.0
14294,5.0,14.0
4016,5.0,12.0
10860,2.0,4.0
7275,5.0,10.0
17954,5.0,10.0
1547,3.0,6.0
2610,4.0,7.0
19743,3.0,6.0
11789,3.0,4.0
4009,2.0,4.0
8581,3.0,4.0
8766,5.0,10.0
7692,3.0,14.0
6232,5.0,13.0
17524,5.0,4.0
4003,3.0,14.0
11406,2.0,14.0
9856,5.0,10.0
17450,3.0,4.0
18009,3.0,7.0
3072,5.0,8.0
3166,3.0,8.0
3176,3.0,4.0
14958,2.0,14.0
4400,3.0,4.0
3993,3.0,8.0
4100,5.0,4.0
2409,5.0,9.0
19744,4.0,13.0
3990,2.0,6.0
3989,2.0,4.0
3988,2.0,4.0
19745,3.0,4.0
14204,3.0,12.0
8823,5.0,4.0
8308,3.0,12.0
3984,3.0,4.0
4015,3.0,4.0
19746,4.0,9.0
17770,3.0,3.0
6147,3.0,4.0
17321,3.0,12.0
13725,2.0,4.0
9118,2.0,12.0
354,4.0,6.0
3976,2.0,13.0
6715,2.0,14.0
629,3.0,3.0
15669,5.0,4.0
3973,3.0,6.0
3972,2.0,1.0
19747,3.0,4.0
9655,2.0,3.0
4993,5.0,13.0
16373,2.0,14.0
10724,2.0,4.0
12653,5.0,6.0
5121,2.0,12.0
12095,5.0,10.0
8496,2.0,14.0
3926,5.0,14.0
4981,4.0,3.0
9680,3.0,4.0
19748,3.0,3.0
12803,3.0,3.0
9619,4.0,9.0
1629,9.0,
17519,3.0,4.0
15088,5.0,3.0
10372,2.0,4.0
18046,4.0,8.0
9442,2.0,12.0
19749,5.0,10.0
2954,5.0,10.0
4923,2.0,6.0
1934,2.0,14.0
19750,5.0,10.0
3949,3.0,4.0
19751,4.0,9.0
11267,3.0,6.0
11365,4.0,3.0
9448,2.0,12.0
15992,3.0,4.0
3705,5.0,10.0
17790,3.0,8.0
11945,1.0,14.0
858,2.0,6.0
15876,5.0,10.0
13510,2.0,14.0
4154,2.0,14.0
12195,5.0,10.0
15859,2.0,14.0
3935,5.0,13.0
2250,5.0,6.0
11245,3.0,4.0
3932,3.0,14.0
68,5.0,10.0
3930,3.0,4.0
19752,4.0,9.0
2253,5.0,14.0
3928,5.0,12.0
3927,2.0,4.0
3963,4.0,12.0
7026,3.0,4.0
16920,4.0,7.0
16664,2.0,4.0
16580,2.0,14.0
4414,3.0,6.0
17452,3.0,13.0
13449,5.0,9.0
5798,3.0,4.0
13315,2.0,14.0
13613,3.0,3.0
19753,2.0,7.0
5044,3.0,3.0
201,2.0,12.0
13364,3.0,4.0
3534,2.0,4.0
15922,5.0,13.0
3910,2.0,3.0
2849,2.0,3.0
15236,3.0,6.0
16904,5.0,9.0
3906,3.0,4.0
17160,2.0,3.0
8359,3.0,13.0
15838,3.0,
9693,5.0,4.0
17263,2.0,3.0
5027,5.0,10.0
4261,3.0,4.0
13209,3.0,6.0
4590,2.0,2.0
19754,3.0,6.0
10722,5.0,6.0
19755,3.0,4.0
17014,3.0,4.0
3376,5.0,7.0
19756,2.0,6.0
325,3.0,12.0
11241,3.0,3.0
3891,1.0,14.0
3890,5.0,13.0
16707,3.0,4.0
3888,5.0,10.0
7357,5.0,10.0
4099,3.0,4.0
15542,3.0,6.0
3884,3.0,6.0
17230,5.0,10.0
14135,4.0,7.0
4418,4.0,6.0
8083,2.0,3.0
11120,2.0,14.0
9266,4.0,10.0
3577,5.0,4.0
7468,2.0,3.0
9145,5.0,13.0
19757,3.0,4.0
11368,3.0,12.0
3873,4.0,4.0
18002,5.0,10.0
6001,4.0,2.0
5757,3.0,6.0
9576,3.0,14.0
3868,3.0,4.0
14686,2.0,14.0
17288,3.0,12.0
8682,3.0,9.0
11031,5.0,6.0
4391,5.0,4.0
16696,2.0,14.0
5215,2.0,13.0
17070,3.0,6.0
3859,3.0,4.0
8236,2.0,1.0
13407,3.0,4.0
3856,3.0,6.0
3855,2.0,4.0
16346,3.0,6.0
9463,2.0,4.0
3852,3.0,4.0
19758,5.0,4.0
19759,5.0,13.0
3851,4.0,9.0
13734,5.0,10.0
5266,3.0,12.0
3653,3.0,7.0
3847,3.0,6.0
14174,2.0,6.0
8556,3.0,14.0
1744,4.0,7.0
9528,3.0,4.0
7669,3.0,13.0
3841,2.0,3.0
1895,2.0,3.0
3839,3.0,14.0
15891,3.0,4.0
7626,5.0,10.0
1183,3.0,3.0
4332,3.0,6.0
9910,3.0,6.0
5082,4.0,9.0
12277,3.0,4.0
7240,2.0,4.0
16160,5.0,10.0
3829,5.0,9.0
3159,3.0,6.0
11534,2.0,3.0
14887,2.0,14.0
13762,5.0,10.0
4643,3.0,14.0
11266,3.0,4.0
3822,5.0,9.0
1199,3.0,8.0
12633,4.0,7.0
13675,5.0,4.0
3818,3.0,6.0
15089,2.0,4.0
3816,3.0,6.0
15065,5.0,10.0
10735,5.0,13.0
5327,2.0,14.0
3812,5.0,4.0
11121,3.0,13.0
3810,3.0,3.0
3809,5.0,13.0
3617,5.0,13.0
16497,3.0,4.0
1555,2.0,4.0
7075,3.0,3.0
9573,2.0,4.0
156,5.0,13.0
19760,2.0,6.0
15665,3.0,4.0
19761,5.0,10.0
1138,3.0,12.0
9958,3.0,6.0
3799,3.0,6.0
19762,3.0,4.0
3798,2.0,3.0
17983,9.0,
5719,5.0,13.0
4304,5.0,4.0
2328,2.0,4.0
8753,4.0,9.0
3311,3.0,4.0
17279,2.0,3.0
15873,2.0,4.0
10024,5.0,13.0
15743,3.0,12.0
3787,5.0,13.0
2781,3.0,2.0
451,5.0,9.0
3784,4.0,7.0
8079,2.0,4.0
1984,5.0,10.0
19763,5.0,13.0
12076,5.0,14.0
5473,3.0,4.0
2676,5.0,10.0
19764,5.0,7.0
3778,2.0,3.0
7651,3.0,3.0
15237,2.0,4.0
8131,3.0,4.0
6790,2.0,4.0
6865,5.0,10.0
14211,2.0,4.0
4410,2.0,4.0
11424,2.0,3.0
19765,5.0,8.0
1036,5.0,3.0
15037,3.0,4.0
15806,3.0,3.0
12176,5.0,4.0
19766,4.0,12.0
3765,3.0,4.0
8647,2.0,12.0
11840,2.0,4.0
7982,5.0,9.0
4818,3.0,12.0
3760,5.0,9.0
3759,3.0,5.0
1831,2.0,14.0
8529,5.0,8.0
3756,3.0,6.0
11967,5.0,10.0
14789,2.0,4.0
17592,3.0,8.0
3752,5.0,13.0
5153,4.0,8.0
17953,3.0,4.0
7949,3.0,4.0
12083,2.0,4.0
2739,4.0,9.0
9140,2.0,4.0
19767,5.0,10.0
17229,3.0,3.0
16381,4.0,9.0
4585,3.0,3.0
14000,3.0,12.0
3741,4.0,7.0
6302,2.0,3.0
11013,3.0,6.0
2205,3.0,4.0
3781,3.0,4.0
1111,2.0,3.0
9436,3.0,4.0
17626,2.0,4.0
4466,2.0,13.0
9418,5.0,9.0
3769,3.0,4.0
3730,4.0,9.0
3905,3.0,6.0
8661,3.0,6.0
15527,3.0,13.0
8492,3.0,4.0
12271,4.0,9.0
10067,3.0,6.0
10100,5.0,10.0
7611,3.0,6.0
3722,4.0,12.0
4365,3.0,6.0
7450,3.0,3.0
1701,3.0,4.0
3009,3.0,7.0
19768,3.0,8.0
13462,5.0,10.0
2337,2.0,12.0
9284,2.0,1.0
19769,5.0,13.0
2544,3.0,4.0
16573,3.0,4.0
3396,3.0,4.0
16891,3.0,14.0
17236,2.0,4.0
3709,3.0,4.0
6879,5.0,4.0
19770,3.0,6.0
15901,2.0,6.0
3042,5.0,14.0
16922,5.0,10.0
16204,1.0,14.0
15737,5.0,9.0
12572,5.0,4.0
9562,5.0,4.0
15602,3.0,4.0
9243,2.0,3.0
842,2.0,1.0
3697,4.0,10.0
3696,2.0,4.0
2194,5.0,10.0
7969,2.0,12.0
19771,5.0,10.0
3693,3.0,6.0
3692,5.0,4.0
4225,3.0,12.0
14838,3.0,4.0
1870,3.0,12.0
4113,2.0,4.0
7287,5.0,7.0
19772,3.0,7.0
1286,3.0,4.0
10644,2.0,14.0
5695,5.0,10.0
6602,3.0,3.0
19773,2.0,6.0
11895,2.0,3.0
19774,2.0,3.0
3585,3.0,6.0
3680,5.0,10.0
9489,5.0,14.0
19775,5.0,4.0
9236,5.0,6.0
6309,3.0,6.0
6285,3.0,6.0
2858,3.0,3.0
14205,5.0,13.0
10276,3.0,12.0
298,4.0,12.0
14716,5.0,10.0
12225,5.0,
8069,4.0,6.0
8845,3.0,8.0
692,5.0,6.0
10306,2.0,12.0
2775,3.0,4.0
9722,5.0,7.0
17434,3.0,4.0
8543,3.0,12.0
5521,3.0,4.0
1189,5.0,10.0
19776,5.0,12.0
9547,4.0,7.0
9294,5.0,6.0
4006,3.0,5.0
16572,2.0,6.0
4541,5.0,10.0
3654,3.0,6.0
7355,4.0,7.0
5372,2.0,4.0
19777,3.0,14.0
14324,5.0,
4046,3.0,4.0
1027,4.0,6.0
19778,5.0,9.0
10355,2.0,14.0
9833,3.0,6.0
3646,2.0,4.0
2598,5.0,4.0
19779,5.0,4.0
3644,3.0,3.0
15953,5.0,10.0
3850,5.0,10.0
13099,2.0,6.0
8149,2.0,4.0
10130,2.0,3.0
19780,5.0,13.0
7036,2.0,14.0
4061,3.0,6.0
229,2.0,8.0
17284,5.0,10.0
12788,2.0,3.0
6658,5.0,13.0
3632,3.0,14.0
19781,4.0,6.0
19782,2.0,8.0
3631,1.0,14.0
7025,1.0,12.0
19783,4.0,9.0
19784,5.0,4.0
19785,2.0,3.0
19786,3.0,3.0
19787,4.0,5.0
19788,3.0,4.0
17646,2.0,4.0
9800,5.0,3.0
8157,2.0,12.0
8567,5.0,10.0
1295,2.0,8.0
9953,2.0,3.0
1141,3.0,3.0
19789,3.0,4.0
19790,3.0,12.0
19791,3.0,4.0
9928,2.0,4.0
19792,5.0,10.0
14810,4.0,9.0
19793,3.0,8.0
2057,3.0,13.0
19794,2.0,13.0
19795,3.0,14.0
19796,4.0,9.0
19797,4.0,8.0
6204,1.0,14.0
828,1.0,14.0
3618,3.0,14.0
19798,3.0,3.0
19799,5.0,10.0
19800,3.0,14.0
19801,5.0,12.0
19802,2.0,6.0
19803,2.0,3.0
19804,3.0,3.0
19805,4.0,4.0
19806,2.0,6.0
19807,3.0,4.0
17997,5.0,10.0
3068,2.0,6.0
13069,5.0,13.0
19808,5.0,10.0
19809,3.0,9.0
15681,1.0,14.0
9385,5.0,7.0
3500,3.0,6.0
14964,5.0,10.0
19810,2.0,4.0
19811,9.0,
19812,3.0,12.0
19813,3.0,4.0
758,3.0,12.0
1360,3.0,4.0
17194,3.0,8.0
3607,2.0,12.0
19814,3.0,4.0
19815,2.0,4.0
19816,5.0,9.0
19817,2.0,4.0
3606,1.0,10.0
16503,5.0,13.0
3604,9.0,
3603,2.0,14.0
19818,2.0,1.0
350,2.0,6.0
4802,3.0,3.0
3600,2.0,7.0
2275,2.0,14.0
7660,5.0,9.0
1005,5.0,10.0
19819,2.0,3.0
19820,2.0,4.0
19821,2.0,6.0
19822,2.0,4.0
19823,5.0,10.0
19824,5.0,7.0
19825,5.0,10.0
8103,2.0,3.0
15442,2.0,6.0
19826,3.0,4.0
19827,3.0,7.0
19828,4.0,7.0
19829,4.0,9.0
8922,3.0,14.0
3593,5.0,9.0
19830,3.0,4.0
19831,3.0,4.0
19832,2.0,3.0
19833,5.0,10.0
2404,4.0,4.0
19834,4.0,14.0
19835,3.0,4.0
123,5.0,8.0
5410,3.0,6.0
13956,3.0,3.0
19836,5.0,9.0
19837,3.0,4.0
8665,5.0,10.0
3978,3.0,13.0
8396,5.0,10.0
19838,2.0,6.0
19839,3.0,4.0
19840,5.0,10.0
19841,5.0,10.0
7029,2.0,14.0
111,3.0,4.0
19842,2.0,14.0
19843,2.0,14.0
15386,2.0,6.0
19844,4.0,7.0
14477,2.0,13.0
17896,2.0,6.0
5270,3.0,7.0
19845,5.0,10.0
10926,3.0,4.0
3578,2.0,3.0
13986,3.0,8.0
1840,4.0,4.0
16506,3.0,8.0
12600,1.0,14.0
10156,3.0,6.0
4128,2.0,12.0
3571,4.0,12.0
7433,5.0,9.0
11488,4.0,10.0
19846,2.0,12.0
19847,3.0,6.0
19848,2.0,12.0
19849,3.0,3.0
13971,2.0,4.0
3567,3.0,7.0
19850,4.0,9.0
19851,5.0,13.0
19852,2.0,3.0
19853,2.0,6.0
7500,2.0,4.0
19854,5.0,13.0
19855,3.0,6.0
16235,2.0,14.0
58,4.0,7.0
19856,2.0,1.0
19857,3.0,2.0
19858,5.0,10.0
19859,5.0,10.0
19860,5.0,7.0
19861,5.0,6.0
19862,2.0,3.0
19863,2.0,4.0
19864,3.0,4.0
1125,2.0,12.0
19865,3.0,6.0
19866,3.0,13.0
19867,5.0,9.0
10801,2.0,3.0
3561,3.0,6.0
3560,2.0,12.0
11922,3.0,6.0
14564,2.0,4.0
12482,5.0,10.0
15075,5.0,10.0
1076,3.0,6.0
16068,3.0,6.0
19868,5.0,13.0
19869,2.0,14.0
19870,5.0,10.0
5253,2.0,3.0
3715,5.0,9.0
17788,5.0,8.0
11472,2.0,1.0
10569,4.0,9.0
3548,2.0,2.0
17534,3.0,12.0
8129,9.0,
6463,2.0,4.0
11947,3.0,8.0
19871,2.0,4.0
19872,5.0,4.0
8677,4.0,8.0
8681,5.0,9.0
19873,1.0,14.0
19874,3.0,4.0
19875,4.0,4.0
7913,3.0,9.0
1014,1.0,14.0
12066,2.0,12.0
19876,3.0,4.0
15305,2.0,4.0
10328,2.0,3.0
9350,2.0,14.0
16783,2.0,4.0
17976,3.0,10.0
15826,3.0,6.0
3532,4.0,4.0
10678,2.0,14.0
3530,3.0,7.0
19877,4.0,10.0
19878,5.0,7.0
19879,3.0,4.0
19880,5.0,10.0
19881,3.0,14.0
19882,3.0,3.0
19883,2.0,4.0
19884,3.0,6.0
14584,5.0,9.0
3528,2.0,3.0
3527,3.0,3.0
11004,3.0,4.0
11029,2.0,7.0
1037,4.0,6.0
12994,2.0,4.0
19885,2.0,3.0
9368,5.0,10.0
19886,4.0,6.0
19887,5.0,10.0
19888,4.0,9.0
17304,3.0,6.0
8777,5.0,10.0
11049,4.0,4.0
19889,2.0,4.0
19890,3.0,6.0
3518,2.0,8.0
19891,3.0,4.0
19892,4.0,6.0
19893,5.0,3.0
19894,5.0,10.0
11090,3.0,4.0
15245,5.0,10.0
12998,3.0,6.0
19895,4.0,4.0
11643,2.0,6.0
10966,3.0,13.0
3512,5.0,7.0
17116,3.0,4.0
1511,3.0,4.0
11536,2.0,3.0
19896,2.0,4.0
19897,2.0,4.0
19898,2.0,8.0
8377,4.0,9.0
17247,2.0,14.0
14733,3.0,4.0
5162,2.0,13.0
4756,2.0,4.0
12623,3.0,6.0
7009,4.0,9.0
19899,2.0,12.0
19900,5.0,10.0
19901,5.0,10.0
19902,2.0,14.0
1726,4.0,14.0
12259,3.0,4.0
3499,2.0,4.0
9567,3.0,6.0
13829,4.0,6.0
7893,5.0,13.0
19903,4.0,4.0
19904,2.0,14.0
19905,3.0,7.0
19906,2.0,4.0
245,3.0,4.0
19907,5.0,10.0
3011,5.0,4.0
9827,2.0,4.0
16675,5.0,10.0
2332,3.0,12.0
2107,4.0,10.0
19908,3.0,14.0
10465,3.0,12.0
12512,3.0,6.0
19909,3.0,4.0
19910,2.0,1.0
19911,2.0,4.0
19912,3.0,13.0
14707,3.0,4.0
1813,2.0,14.0
8937,5.0,10.0
17004,3.0,12.0
670,5.0,4.0
16077,2.0,9.0
19913,3.0,4.0
19914,3.0,6.0
19915,3.0,3.0
19916,3.0,12.0
19917,3.0,14.0
19918,5.0,4.0
5265,3.0,4.0
3480,2.0,6.0
19919,4.0,8.0
17923,3.0,3.0
3538,3.0,8.0
19920,5.0,10.0
19921,3.0,3.0
18047,3.0,7.0
7775,2.0,14.0
19922,3.0,13.0
17792,9.0,
12433,3.0,4.0
4892,3.0,7.0
10294,5.0,10.0
15034,3.0,4.0
19923,4.0,8.0
19924,5.0,10.0
19925,3.0,6.0
15244,2.0,4.0
19926,3.0,4.0
4914,2.0,8.0
1249,3.0,14.0
16364,3.0,4.0
19927,4.0,12.0
19928,5.0,10.0
19929,2.0,4.0
604,1.0,14.0
11440,2.0,14.0
530,5.0,10.0
8278,3.0,7.0
19930,4.0,9.0
19931,3.0,4.0
19932,2.0,14.0
19933,5.0,4.0
3462,4.0,7.0
3461,2.0,14.0
19934,2.0,12.0
3460,3.0,3.0
19935,2.0,4.0
19936,5.0,7.0
11529,2.0,3.0
15956,2.0,13.0
15428,3.0,4.0
3456,2.0,14.0
19937,5.0,10.0
16824,2.0,13.0
3454,2.0,12.0
12389,5.0,14.0
